id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3,Q4,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
257000460,.7794,English,qualified,26,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",3,"$25,000 to $49,999",Never married,Metro,South,Rented for cash,Arkansas,Other,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not confident at all,No religion, ,Something else,18-29,"No, I am not willing to be interviewed"
257000461,1.6771,English,qualified,41,No high school diploma or GED,Less than high school,Female,"Other, Non-Hispanic",4,"$50,000 to $74,999",Now Married,Metro,South,Rented for cash,Oklahoma,Homemaker,Not working,not parents of children 0-17 YO,No opinion,No opinion,Very serious,Don’t know,Don’t know,Should,Don’t know,No religion, ,Something else,30-49,"No, I am not willing to be interviewed"
257000462,1.1975,English,qualified,56,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Kentucky,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Republican,50-64,"No, I am not willing to be interviewed"
257000463,.8781,English,qualified,23,High school graduate (high school diploma or the equivalent GED),High school,Male,"Black, Non-Hispanic",4,"$50,000 to $74,999",Never married,Metro,South,Owned or being bought by you or someone in your household,West Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,No religion, ,Something else,18-29,"No, I am not willing to be interviewed"
257000464,.6465,English,qualified,68,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,MidWest,Rented for cash,Minnesota,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,Unfavorable,Very serious,Don’t know,Yes,Should not,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,65+,"Yes, I am willing to be interviewed"
257000465,1.0744,English,qualified,29,Master’s degree or above,Bachelors degree or higher,Male,Hispanic,1,"$100,000 to $149,999",Never married,Metro,West,Rented for cash,Arizona,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Don’t know,Yes,Should,Not confident at all,No religion, ,An Independent,18-29,"No, I am not willing to be interviewed"
257000466,2.4168,English,qualified,21,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,4,"$100,000 to $149,999",Never married,Metro,South,Rented for cash,Kentucky,Employed full-time (by someone else),Working part-time,not parents of children 0-17 YO,No opinion,Unfavorable,Don’t know,Don’t know,Yes,Should not,Don’t know,No religion, ,Something else,18-29,"No, I am not willing to be interviewed"
257000467,.5731,English,qualified,38,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Don’t know,Yes,Should not,Not so confident,No religion, ,Something else,30-49,"No, I am not willing to be interviewed"
257000468,1.0379,English,qualified,21,Some college or Associate degree,Some college,Male,"Black, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Don’t know,Don’t know,Yes,Should not,Not so confident,Other Christian religion,Yes,An Independent,18-29,"Yes, I am willing to be interviewed"
257000469,.713,English,qualified,44,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",5,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Oregon,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,No opinion,Unfavorable,Somewhat serious,Don’t know,Yes,Don’t know,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,30-49,"No, I am not willing to be interviewed"
257000470,1.0825,English,qualified,55,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Homemaker,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Don’t know,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,50-64,"No, I am not willing to be interviewed"
257000471,1.2039,English,qualified,25,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",3,"$25,000 to $49,999",Never married,Metro,South,Owned or being bought by you or someone in your household,South Carolina,Currently laid off,Working part-time,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,18-29,"Yes, I am willing to be interviewed"
257000472,1.0541,English,qualified,24,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$50,000 to $74,999",Never married,Metro,MidWest,Rented for cash,Ohio,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Yes,Should,Somewhat confident,Catholic,No,An Independent,18-29,"Yes, I am willing to be interviewed"
257000473,1.0978,English,qualified,57,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$75,000 to $99,999",Divorced,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Iowa,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Very serious,Should,Yes,Should,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Republican,50-64,"Yes, I am willing to be interviewed"
257000474,.7873,English,qualified,69,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$10,000 to $24,999",Widowed,Metro,South,Rented for cash,Texas,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,Other Christian religion,No,A Democrat,65+,"Yes, I am willing to be interviewed"
257000475,.8093,English,qualified,69,Bachelor’s degree,Bachelors degree or higher,Male,Hispanic,2,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,Catholic,No,An Independent,65+,"No, I am not willing to be interviewed"
257000476,.8756,Spanish,qualified,63,Bachelor’s degree,Bachelors degree or higher,Male,Hispanic,1,"$75,000 to $99,999",Never married,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,not parents of children 0-17 YO,Favorable,No opinion,Very serious,Should not,Yes,Should not,Don’t know,Catholic,No,A Republican,50-64,"No, I am not willing to be interviewed"
257000477,1.6012,English,qualified,29,No high school diploma or GED,Less than high school,Male,"Other, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Oklahoma,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Not so confident,No religion, ,A Democrat,18-29,"No, I am not willing to be interviewed"
257000478,2.9307,English,qualified,28,Bachelor’s degree,Bachelors degree or higher,Female,"2+ Races, Non-Hispanic",2,"$25,000 to $49,999",Never married,Non-Metro,South,Owned or being bought by you or someone in your household,Oklahoma,Employed part-time (by someone else),Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,No,Should,Don’t know,No religion, ,A Democrat,18-29,"Yes, I am willing to be interviewed"
257000479,1.2506,English,qualified,36,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Non-Metro,South,Rented for cash,Alabama,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,No opinion,No opinion,Not too serious,Don’t know,Don’t know,Don’t know,Don’t know,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Something else,30-49,"Yes, I am willing to be interviewed"
257000480,.5902,English,qualified,63,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,South,Rented for cash,Texas,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Something else,50-64,"No, I am not willing to be interviewed"
257000481,.8061,English,qualified,71,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Not so confident,No religion, ,A Democrat,65+,"No, I am not willing to be interviewed"
257000482,.7682,English,qualified,89,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",3,"$150,000 or more",Widowed,Metro,South,Owned or being bought by you or someone in your household,Georgia,Employed part-time (by someone else),Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Not confident at all,Skipped, ,A Republican,65+,"No, I am not willing to be interviewed"
257000483,.9529,English,qualified,57,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Self-employed,Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Catholic,No,A Republican,50-64,"Yes, I am willing to be interviewed"
257000484,1.7712,Spanish,qualified,63,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,4,"$50,000 to $74,999",Now Married,Metro,South,Rented for cash,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,No opinion,Very serious,Should,Don’t know,Should,Somewhat confident,No religion, ,A Republican,50-64,"No, I am not willing to be interviewed"
257000485,2.1167,English,qualified,28,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Louisiana,Employed part-time (by someone else),Not working,parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,Catholic,No,A Republican,18-29,"No, I am not willing to be interviewed"
257000486,.4122,English,qualified,66,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Metro,NorthEast,Rented for cash,Pennsylvania,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Should not,Yes,Should not,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Something else,65+,"No, I am not willing to be interviewed"
